Order_Date,Product,Category,Quantity,Price
2026-02-04,Mobile,Electronics,2.0,43269.0
2026-02-04,Laptop,Electronics,4.0,10010.0
2026-02-04,Mobile,Electronics,3.0,6158.0
2026-02-04,Headphones,Accessories,1.0,26191.0
2026-02-04,Laptop,Electronics,1.0,31433.0
2026-02-04,Mouse,Accessories,2.0,37743.0
2026-02-04,Headphones,Accessories,5.0,26914.0
2026-02-04,Mobile,Electronics,5.0,42928.0
2026-02-04,Laptop,Electronics,2.0,21379.0
2026-02-04,Laptop,Electronics,4.0,1245.0
2026-02-04,Mobile,Electronics,5.0,21932.0
2026-02-04,Mouse,Accessories,2.0,34045.0
2026-02-04,Mouse,Accessories,5.0,8321.0
2026-02-05,Mouse,Accessories,2.0,2495.0
2026-02-05,Keyboard,Accessories,2.0,37430.0
2026-02-05,Mouse,Accessories,1.0,10251.0
2026-02-05,Mobile,Electronics,1.0,43515.0
2026-02-05,Headphones,Accessories,1.0,44709.0
2026-02-05,Headphones,Accessories,2.0,6687.0
2026-02-05,Headphones,Accessories,3.0,33044.0
2026-02-05,Headphones,Accessories,5.0,14213.0
2026-02-05,Mobile,Electronics,1.0,48515.0
2026-02-05,Headphones,Accessories,3.0,11940.0
2026-02-05,Mouse,Accessories,1.0,14617.0
2026-02-05,Headphones,Accessories,5.0,29853.0
2026-02-05,Keyboard,Accessories,5.0,16683.0
2026-02-05,Headphones,Accessories,4.0,20311.0
2026-02-05,Laptop,Electronics,1.0,18775.0
2026-02-05,Headphones,Accessories,5.0,22204.0
2026-02-05,Laptop,Electronics,5.0,9664.0
2026-02-05,Laptop,Electronics,5.0,39733.0
2026-02-05,Keyboard,Accessories,2.0,21591.0
2026-02-05,Headphones,Accessories,5.0,37587.0
2026-02-05,Keyboard,Accessories,4.0,28966.0
2026-02-05,Laptop,Electronics,1.0,26225.0
2026-02-05,Laptop,Electronics,5.0,28945.0
2026-02-05,Mobile,Electronics,1.0,27099.0
2026-02-06,Mouse,Accessories,4.0,45753.0
2026-02-06,Mouse,Accessories,4.0,10809.0
2026-02-06,Headphones,Accessories,5.0,1233.0
2026-02-06,Headphones,Accessories,5.0,15180.0
2026-02-06,Laptop,Electronics,2.0,34720.0
2026-02-06,Mouse,Accessories,1.0,49744.0
2026-02-06,Laptop,Electronics,4.0,37988.0
2026-02-06,Laptop,Electronics,5.0,30660.0
2026-02-06,Mobile,Electronics,1.0,3669.0
2026-02-06,Mobile,Electronics,1.0,8321.0
2026-02-06,Laptop,Electronics,5.0,2882.0
2026-02-06,Mouse,Accessories,1.0,36310.0
2026-02-06,Headphones,Accessories,4.0,48186.0
2026-02-06,Mouse,Accessories,3.0,27748.0
2026-02-06,Keyboard,Accessories,1.0,18912.0
2026-02-06,Mobile,Electronics,1.0,43084.0
2026-02-06,Headphones,Accessories,2.0,5194.0
2026-02-06,Mobile,Electronics,5.0,49538.0
2026-02-06,Mobile,Electronics,2.0,10786.0
2026-02-06,Laptop,Electronics,4.0,23713.0
2026-02-06,Keyboard,Accessories,5.0,31173.0
2026-02-06,Headphones,Accessories,2.0,40949.0
2026-02-06,Mobile,Electronics,5.0,11131.0
2026-02-06,Mouse,Accessories,1.0,6104.0
2026-02-06,Headphones,Accessories,2.0,28675.0
07-02-2026,Laptop,Electronics,5.0,7915.0
07-02-2026,Mobile,Electronics,1.0,32120.0
07-02-2026,Headphones,Accessories,3.0,38548.0
07-02-2026,Headphones,Accessories,4.0,15276.0
07-02-2026,Mobile,Electronics,3.0,42028.0
07-02-2026,Laptop,Electronics,2.0,12241.0
07-02-2026,Keyboard,Accessories,5.0,47896.0
07-02-2026,Laptop,Electronics,4.0,1133.0
07-02-2026,Laptop,Electronics,2.0,19679.0
07-02-2026,Mouse,Accessories,4.0,18042.0
07-02-2026,Mouse,Accessories,3.0,49254.0
07-02-2026,Keyboard,Accessories,1.0,3862.0
07-02-2026,Headphones,Accessories,2.0,44537.0
07-02-2026,Mouse,Accessories,3.0,23759.0
07-02-2026,Mobile,Electronics,3.0,2841.0
07-02-2026,Laptop,Electronics,2.0,15606.0
07-02-2026,Keyboard,Accessories,5.0,4608.0
07-02-2026,Mobile,Electronics,2.0,22310.0
07-02-2026,Laptop,Electronics,3.0,37433.0
07-02-2026,Keyboard,Accessories,2.0,48491.0
07-02-2026,Keyboard,Accessories,5.0,47996.0
07-02-2026,Laptop,Electronics,4.0,9697.0
07-02-2026,Mouse,Accessories,5.0,11263.0
07-02-2026,Laptop,Electronics,2.0,33789.0
07-02-2026,Mobile,Electronics,3.0,47988.0
2026-02-08,Keyboard,Accessories,1.0,4321.0
2026-02-08,Laptop,Electronics,5.0,36447.0
2026-02-08,Keyboard,Accessories,4.0,43825.0
2026-02-08,Mobile,Electronics,1.0,45710.0
2026-02-08,Headphones,Accessories,1.0,37700.0
2026-02-08,Mouse,Accessories,1.0,1919.0
2026-02-08,Keyboard,Accessories,4.0,7732.0
2026-02-08,Laptop,Electronics,3.0,34681.0
2026-02-08,Keyboard,Accessories,5.0,40805.0
2026-02-08,Keyboard,Accessories,4.0,19895.0
2026-02-08,Keyboard,Accessories,2.0,14562.0
2026-02-08,Headphones,Accessories,4.0,23318.0
2026-02-08,Headphones,Accessories,5.0,32403.0
2026-02-08,Mobile,Electronics,4.0,6154.0
2026-02-08,Headphones,Accessories,5.0,8945.0
2026-02-08,Mouse,Accessories,1.0,23247.0
2026-02-08,Keyboard,Accessories,4.0,46932.0
2026-02-08,Mobile,Electronics,1.0,32333.0
2026-02-08,Headphones,Accessories,4.0,45321.0
2026-02-08,Laptop,Electronics,4.0,3782.0
2026-02-08,Laptop,Electronics,3.0,16755.0
2026-02-08,Mobile,Electronics,2.0,43976.0
2026-02-08,Mouse,Accessories,2.0,17599.0
2026-02-08,Headphones,Accessories,2.0,47698.0
2026-02-08,Keyboard,Accessories,4.0,21595.0
2026-02-08,Laptop,Electronics,3.0,1168.0
2026-02-09,Mobile,Electronics,3.0,30404.0
2026-02-09,Mobile,Electronics,2.0,10307.0
2026-02-09,Keyboard,Accessories,1.0,5177.0
2026-02-09,Mouse,Accessories,3.0,31986.0
2026-02-09,Mobile,Electronics,2.0,35127.0
2026-02-09,Headphones,Accessories,4.0,1188.0
2026-02-09,Keyboard,Accessories,1.0,36701.0
2026-02-09,Mobile,Electronics,5.0,4170.0
2026-02-09,Laptop,Electronics,3.0,8982.0
2026-02-09,Keyboard,Accessories,1.0,41475.0
2026-02-09,Laptop,Electronics,5.0,37814.0
2026-02-09,Laptop,Electronics,5.0,45066.0
2026-02-09,Keyboard,Accessories,5.0,21226.0
2026-02-09,Headphones,Accessories,2.0,33685.0
2026-02-09,Headphones,Accessories,2.0,13380.0
2026-02-09,Headphones,Accessories,1.0,8442.0
2026-02-09,Mouse,Accessories,4.0,17485.0
2026-02-09,Keyboard,Accessories,1.0,3515.0
2026-02-09,Mouse,Accessories,3.0,42668.0
2026-02-09,Mobile,Electronics,2.0,23759.0
2026-02-09,Headphones,Accessories,2.0,24836.0
2026-02-09,Mobile,Electronics,2.0,34095.0
2026-02-09,Laptop,Electronics,4.0,24112.0
2026-02-09,Mobile,Electronics,3.0,29362.0
2026-02-09,Laptop,Electronics,3.0,26987.0
2026-02-09,Mobile,Electronics,2.0,32983.0
2026-02-09,Laptop,Electronics,3.0,9385.0
2026-02-10,Keyboard,Accessories,5.0,8499.0
2026-02-10,Headphones,Accessories,5.0,28338.0
2026-02-10,Mobile,Electronics,2.0,19397.0
2026-02-10,Mobile,Electronics,5.0,42799.0
2026-02-10,Headphones,Accessories,5.0,36948.0
2026-02-10,Laptop,Electronics,2.0,9246.0
2026-02-10,Headphones,Accessories,1.0,47459.0
2026-02-10,Mobile,Electronics,2.0,6208.0
2026-02-10,Mouse,Accessories,1.0,592.0
2026-02-10,Mobile,Electronics,1.0,46113.0
2026-02-10,Headphones,Accessories,2.0,1582.0
2026-02-10,Headphones,Accessories,5.0,36866.0
2026-02-10,Headphones,Accessories,3.0,34966.0
2026-02-10,Headphones,Accessories,3.0,7814.0
2026-02-10,Mouse,Accessories,2.0,42955.0
2026-02-10,Keyboard,Accessories,1.0,37869.0
2026-02-10,Headphones,Accessories,3.0,6721.0
2026-02-10,Mobile,Electronics,5.0,28083.0
2026-02-10,Headphones,Accessories,5.0,6292.0
2026-02-10,Mouse,Accessories,4.0,35487.0
2026-02-10,Laptop,Electronics,4.0,7367.0
